order_id,customer_id,order_date,market,category,channel,customer_segment,qty,unit_price_local,fx_to_cny,cogs_cny,sell_price_cny,warehouse_type,warehouse_fee_cny,shipping_mode,shipping_cost_cny,weight_kg,expected_days,delay_days,actual_days,coupon_given,coupon_value_cny,gift_given,gift_cost_cny,sentiment_score,complaint_flag,refund_flag,refund_amount_cny,profit_cny,margin_pct
2750,10261,2024-12-22,KR,Basics,Xiaohongshu,ValueSeeker,1,74448.06,0.0053,394.57,458.42,3PL_Budget,4.42,Standard,51.13,0.49,12,13,25,1,25,0,0,4.5,0,0,0.0,-16.7,-0.0364
2751,10149,2024-03-30,US,Sneakers,WeChat,YoungProfessional,1,148.21,7.1055,1053.11,1304.89,3PL_Standard,11.03,Standard,114.42,0.99,14,0,14,1,25,0,0,4.5,0,0,0.0,101.33,0.0777
2752,10853,2024-01-30,CA,Basics,WeChat,Student,2,47.05,5.3003,498.76,590.22,3PL_Standard,8.86,Economy,72.33,0.7,20,0,20,0,0,0,0,4.1,0,0,0.0,10.27,0.0174
2753,10703,2024-08-01,AU,Outerwear,WeChat,YoungProfessional,1,104.63,4.692,490.92,583.73,BrandWarehouse,13.68,Express,165.37,1.07,11,0,11,0,0,0,0,4.6,0,0,0.0,-86.24,-0.1477
2754,10297,2024-08-26,CA,Streetwear,WeChat,ValueSeeker,1,57.01,5.2827,301.17,337.44,BrandWarehouse,6.87,Economy,72.31,0.55,17,0,17,0,0,0,0,4.2,0,0,0.0,-42.91,-0.1272
2755,10872,2024-12-28,US,Accessories,Referral,HighIncome,1,39.13,7.0993,277.8,348.95,3PL_Budget,3.88,Express,77.88,0.22,8,0,8,0,0,0,0,4.1,0,0,0.0,-10.61,-0.0304
2756,10633,2024-11-14,CA,Accessories,Xiaohongshu,Student,1,62.94,5.2883,332.85,389.34,3PL_Budget,3.44,Standard,49.18,0.24,15,16,31,0,0,0,0,4.0,0,0,0.0,3.87,0.0099
2757,10428,2024-11-19,CA,Sneakers,WeChat,YoungProfessional,1,162.63,5.2903,860.36,1033.52,BrandWarehouse,12.1,Economy,101.51,1.01,19,0,19,0,0,0,0,3.9,0,0,0.0,59.55,0.0576
2758,10343,2024-08-20,US,Basics,Instagram,ValueSeeker,2,62.08,7.1012,881.68,969.85,3PL_Budget,5.24,Standard,89.14,0.81,15,7,22,1,30,0,0,4.4,0,0,0.0,-36.21,-0.0373
2759,10512,2024-05-11,KR,Basics,Referral,YoungProfessional,3,27596.36,0.0053,438.78,524.97,3PL_Budget,12.81,Standard,113.42,1.39,10,0,10,0,0,0,0,5.0,0,0,0.0,-40.04,-0.0763
2760,10076,2024-06-06,US,Sneakers,Xiaohongshu,YoungProfessional,2,131.32,7.1142,1868.47,2288.65,3PL_Budget,12.85,Economy,137.69,1.67,17,0,17,0,0,0,0,4.2,0,0,0.0,269.64,0.1178
2761,10154,2024-02-18,AU,Basics,Xiaohongshu,Student,1,47.11,4.6936,221.12,253.56,3PL_Standard,5.98,Economy,60.65,0.38,20,0,20,0,0,0,0,4.4,0,0,0.0,-34.19,-0.1348
2762,10842,2024-06-06,AU,Accessories,Referral,YoungProfessional,2,15.92,4.6864,149.21,177.79,3PL_Budget,5.13,Express,127.86,0.54,9,0,9,0,0,0,0,4.2,0,0,0.0,-104.41,-0.5873
2763,10185,2024-05-13,TH,Accessories,WeChat,ValueSeeker,1,1355.83,0.2002,271.44,323.64,3PL_Standard,5.3,Express,60.31,0.29,6,0,6,1,15,0,0,4.9,0,0,0.0,-28.41,-0.0878
2764,10147,2024-01-14,US,Outerwear,Instagram,ValueSeeker,2,95.91,7.0995,1361.83,1541.64,3PL_Budget,12.29,Standard,171.04,1.89,13,0,13,0,0,0,0,4.0,0,0,0.0,-3.52,-0.0023
2765,10773,2024-03-15,US,Streetwear,Xiaohongshu,YoungProfessional,1,69.31,7.1153,493.16,603.52,Forwarder_Aggregator,6.77,Economy,55.16,0.61,19,0,19,1,25,0,0,4.8,0,0,0.0,23.43,0.0388
2766,10850,2024-07-14,US,Outerwear,Xiaohongshu,ValueSeeker,2,129.27,7.109,1837.96,2099.08,3PL_Budget,15.44,Economy,131.93,2.2,20,5,25,0,0,0,0,4.1,0,0,0.0,113.75,0.0542
2767,10736,2024-05-15,CA,Accessories,Referral,YoungProfessional,3,50.07,5.2871,794.18,909.01,Forwarder_Aggregator,5.1,Economy,81.0,0.55,20,0,20,1,30,0,0,4.1,0,0,0.0,-1.27,-0.0014
2768,10092,2024-12-29,US,Accessories,WeChat,ValueSeeker,2,33.22,7.0987,471.64,538.59,Forwarder_Aggregator,4.97,Standard,78.23,0.41,13,0,13,0,0,0,0,4.2,0,0,0.0,-16.25,-0.0302
2769,10755,2024-06-24,KR,Outerwear,Xiaohongshu,Student,3,149111.41,0.0053,2370.87,2894.95,3PL_Standard,33.45,Economy,201.06,3.54,17,0,17,0,0,0,0,4.5,0,0,0.0,289.57,0.1
2770,10240,2024-12-16,US,Accessories,WeChat,YoungProfessional,2,36.57,7.0981,519.16,600.51,BrandWarehouse,5.64,Economy,72.22,0.4,18,0,18,0,0,0,0,3.9,0,0,0.0,3.49,0.0058
2771,10009,2024-08-29,US,Streetwear,WeChat,ValueSeeker,3,91.84,7.101,1956.47,2261.43,3PL_Standard,15.23,Standard,146.57,1.53,14,0,14,0,0,0,0,4.6,0,0,0.0,143.16,0.0633
2772,10828,2024-01-15,CA,Outerwear,Instagram,ValueSeeker,3,84.5,5.3012,1343.85,1512.75,3PL_Budget,19.91,Express,343.58,3.27,11,0,11,0,0,0,0,4.5,0,0,0.0,-194.59,-0.1286
2773,10240,2024-03-15,KR,Basics,Referral,Collector,2,72222.74,0.0053,765.56,942.07,3PL_Standard,11.61,Economy,56.45,0.95,17,0,17,0,0,0,0,4.2,0,0,0.0,108.45,0.1151
2774,10592,2024-09-15,TH,Sneakers,Instagram,Collector,2,2896.02,0.2003,1160.15,1420.45,3PL_Budget,15.2,Economy,99.02,1.94,15,14,29,0,0,1,22,3.7,0,0,0.0,124.08,0.0874
2775,10066,2024-07-18,KR,Outerwear,Referral,ValueSeeker,2,164987.9,0.0053,1748.87,2022.29,3PL_Budget,16.73,Standard,168.1,2.61,11,0,11,1,10,0,0,4.2,0,0,0.0,78.59,0.0389
2776,10170,2024-04-20,AU,Sneakers,Referral,Collector,1,163.42,4.6892,766.31,978.59,BrandWarehouse,12.57,Economy,86.96,0.86,21,0,21,1,10,0,0,4.3,0,0,0.0,102.75,0.105
2777,10792,2024-07-10,KR,Outerwear,Instagram,YoungProfessional,1,136469.21,0.0053,723.29,853.17,BrandWarehouse,14.18,Economy,82.2,1.11,18,0,18,0,0,0,0,4.2,0,0,0.0,33.5,0.0393
2778,10532,2024-11-26,KR,Accessories,TikTok,HighIncome,3,58322.15,0.0053,927.32,1133.86,3PL_Standard,9.1,Economy,64.99,0.79,18,6,24,0,0,1,12,3.6,0,0,0.0,120.45,0.1062
2779,10898,2024-05-22,US,Basics,Referral,Collector,2,62.27,7.1084,885.28,1083.95,3PL_Standard,9.52,Economy,98.86,0.98,17,0,17,0,0,0,0,4.2,0,0,0.0,90.29,0.0833
2780,10162,2024-01-17,AU,Sneakers,WeChat,HighIncome,3,180.67,4.6994,2547.12,3176.73,3PL_Standard,30.33,Standard,256.94,3.21,14,0,14,0,0,0,0,3.9,0,0,0.0,342.34,0.1078
2781,10801,2024-04-23,KR,Sneakers,WeChat,ValueSeeker,2,140270.92,0.0053,1486.87,1708.86,3PL_Budget,13.33,Economy,104.35,1.8,17,12,29,1,15,1,8,3.5,0,0,0.0,81.31,0.0476
2782,10786,2024-12-08,US,Outerwear,Instagram,HighIncome,1,89.29,7.0955,633.56,782.68,3PL_Budget,8.16,Standard,132.42,1.19,15,0,15,1,15,0,0,3.9,0,0,0.0,-6.46,-0.0083
2783,10831,2024-10-05,KR,Sneakers,Instagram,Student,2,179222.77,0.0053,1899.76,2250.41,3PL_Standard,16.47,Economy,117.79,1.69,15,0,15,0,0,0,0,4.0,0,0,0.0,216.39,0.0962
2784,10044,2024-11-02,CA,Outerwear,TikTok,YoungProfessional,2,124.16,5.2877,1313.04,1564.92,3PL_Standard,21.11,Standard,192.28,2.18,15,0,15,0,0,0,0,4.1,0,0,0.0,38.49,0.0246
2785,10094,2024-11-29,AU,Streetwear,Instagram,ValueSeeker,2,57.6,4.679,539.02,636.89,3PL_Budget,5.61,Standard,134.53,1.17,15,0,15,1,25,0,0,4.6,0,0,0.0,-67.27,-0.1056
2786,10476,2024-02-13,US,Basics,Xiaohongshu,Student,3,36.84,7.1025,784.97,876.9,Forwarder_Aggregator,13.65,Standard,166.94,1.51,14,0,14,0,0,0,0,4.1,0,0,0.0,-88.66,-0.1011
2787,10104,2024-04-13,KR,Sneakers,WeChat,ValueSeeker,2,175146.98,0.0053,1856.56,2154.27,3PL_Standard,20.91,Economy,111.01,2.03,18,0,18,0,0,0,0,3.9,0,0,0.0,165.79,0.077
2788,10057,2024-01-22,TH,Sneakers,Instagram,Student,1,4714.88,0.2001,943.45,1122.35,3PL_Standard,11.0,Standard,82.38,0.96,13,0,13,1,20,0,0,4.4,0,0,0.0,65.52,0.0584
2789,10730,2024-01-02,US,Streetwear,Referral,YoungProfessional,1,94.38,7.0979,669.9,827.78,BrandWarehouse,8.88,Express,113.14,0.54,10,0,10,0,0,0,0,5.0,0,0,0.0,35.86,0.0433
2790,10625,2024-11-01,CA,Basics,Referral,ValueSeeker,3,57.94,5.2879,919.14,1011.05,Forwarder_Aggregator,12.36,Economy,106.11,1.44,19,0,19,1,10,0,0,3.8,0,0,0.0,-36.56,-0.0362
2791,10759,2024-12-08,US,Streetwear,Referral,YoungProfessional,2,58.97,7.0955,836.84,1000.75,3PL_Standard,16.32,Economy,105.91,1.39,20,0,20,0,0,0,0,4.6,0,0,0.0,41.68,0.0416
2792,10842,2024-02-27,US,Sneakers,Instagram,ValueSeeker,2,172.78,7.107,2455.89,2884.67,3PL_Budget,13.7,Economy,152.08,2.09,20,0,20,0,0,0,0,4.5,0,0,0.0,263.0,0.0912
2793,10128,2024-09-21,TH,Basics,WeChat,Student,1,1306.78,0.2003,261.75,308.27,Forwarder_Aggregator,5.3,Express,68.28,0.47,7,0,7,1,25,0,0,5.0,0,0,0.0,-52.06,-0.1689
2794,10747,2024-07-14,AU,Sneakers,Referral,HighIncome,3,210.35,4.6927,2961.33,3608.34,Forwarder_Aggregator,19.53,Economy,155.06,2.38,21,0,21,0,0,0,0,4.5,0,0,0.0,472.42,0.1309
2795,10039,2024-01-26,CA,Basics,Xiaohongshu,HighIncome,2,43.62,5.2997,462.35,554.26,3PL_Standard,9.48,Economy,82.92,0.81,19,0,19,0,0,0,0,4.4,0,0,0.0,-0.49,-0.0009
2796,10334,2024-12-01,US,Streetwear,TikTok,ValueSeeker,3,30.75,7.0915,654.19,741.23,Forwarder_Aggregator,13.69,Express,217.03,1.59,11,0,11,0,0,0,0,4.5,0,0,0.0,-143.68,-0.1938
2797,10267,2024-11-14,TH,Accessories,WeChat,Student,3,553.2,0.2,331.92,380.87,3PL_Budget,6.88,Economy,53.24,0.83,16,0,16,0,0,0,0,4.3,1,0,0.0,-11.17,-0.0293
2798,10213,2024-07-26,US,Basics,Xiaohongshu,YoungProfessional,3,37.98,7.1094,810.05,967.15,3PL_Standard,12.12,Economy,93.89,1.2,20,0,20,0,0,0,0,4.6,1,0,0.0,51.09,0.0528
2799,10646,2024-09-16,KR,Sneakers,Xiaohongshu,Collector,1,191080.46,0.0053,1012.73,1278.25,BrandWarehouse,12.78,Standard,92.04,1.02,11,0,11,0,0,0,0,4.3,0,0,0.0,160.7,0.1257
2800,10108,2024-05-25,US,Accessories,TikTok,ValueSeeker,2,16.38,7.1109,232.95,266.0,3PL_Budget,2.83,Economy,74.85,0.51,20,0,20,1,15,0,0,5.0,0,0,0.0,-59.63,-0.2242
2801,10728,2024-10-17,US,Outerwear,Instagram,ValueSeeker,2,127.31,7.0929,1805.99,2161.45,3PL_Standard,23.41,Economy,180.53,2.29,17,0,17,0,0,0,0,4.7,0,0,0.0,151.52,0.0701
2802,10786,2024-06-11,KR,Accessories,Referral,ValueSeeker,3,11960.0,0.0053,190.16,232.56,BrandWarehouse,9.01,Economy,64.75,0.73,15,0,15,0,0,0,0,4.3,0,0,0.0,-31.36,-0.1348
2803,10599,2024-12-28,US,Basics,WeChat,HighIncome,3,48.8,7.0993,1039.34,1227.69,3PL_Budget,9.01,Standard,127.63,1.25,15,16,31,1,30,0,0,3.4,0,0,0.0,21.71,0.0177
2804,10072,2024-01-24,KR,Accessories,Instagram,HighIncome,1,58586.63,0.0053,310.51,380.62,BrandWarehouse,3.36,Standard,46.88,0.22,11,0,11,0,0,0,0,4.4,0,0,0.0,19.87,0.0522
2805,10536,2024-03-04,US,Basics,TikTok,ValueSeeker,3,31.64,7.1114,675.01,773.93,BrandWarehouse,18.52,Economy,115.02,1.45,19,0,19,0,0,0,0,4.3,0,0,0.0,-34.62,-0.0447
2806,10565,2024-12-20,KR,Sneakers,WeChat,ValueSeeker,1,218228.63,0.0053,1156.61,1402.46,Forwarder_Aggregator,8.51,Standard,77.42,0.94,11,0,11,0,0,0,0,4.7,0,0,0.0,159.92,0.114
2807,10335,2024-04-15,KR,Sneakers,Instagram,ValueSeeker,3,199531.34,0.0053,3172.55,3691.24,Forwarder_Aggregator,18.16,Express,223.1,2.48,9,0,9,1,10,0,0,4.6,0,0,0.0,267.43,0.0724
2808,10330,2024-04-23,KR,Outerwear,Referral,ValueSeeker,3,123365.08,0.0053,1961.5,2354.11,BrandWarehouse,39.57,Economy,156.64,3.39,15,0,15,1,20,0,0,4.9,0,0,0.0,176.4,0.0749
2809,10422,2024-10-16,US,Accessories,TikTok,ValueSeeker,1,54.97,7.0919,389.84,447.09,3PL_Budget,3.35,Express,83.51,0.35,9,2,11,1,30,0,0,4.0,0,0,0.0,-59.61,-0.1333
2810,10896,2024-03-10,KR,Basics,WeChat,Student,2,57347.7,0.0053,607.89,697.91,Forwarder_Aggregator,8.58,Express,101.25,0.88,9,0,9,0,0,0,0,4.4,0,0,0.0,-19.81,-0.0284
2811,10003,2024-07-06,TH,Accessories,Referral,YoungProfessional,2,2001.11,0.2001,800.84,948.87,3PL_Standard,8.23,Economy,46.76,0.6,18,0,18,0,0,0,0,4.0,0,0,0.0,93.04,0.0981
2812,10457,2024-04-14,US,Outerwear,WeChat,ValueSeeker,3,156.96,7.1064,3346.26,3931.08,BrandWarehouse,26.09,Standard,203.46,2.28,12,0,12,0,0,0,0,4.3,0,0,0.0,355.27,0.0904
2813,10285,2024-03-13,US,Sneakers,WeChat,HighIncome,3,185.48,7.1142,3958.63,4801.68,3PL_Standard,26.79,Standard,188.67,2.76,13,0,13,0,0,0,0,4.3,0,0,0.0,627.59,0.1307
2814,10493,2024-12-18,KR,Accessories,Instagram,Student,1,42462.5,0.0053,225.05,261.28,Forwarder_Aggregator,3.33,Standard,43.72,0.28,11,0,11,1,15,0,0,4.8,0,0,0.0,-25.82,-0.0988
2815,10003,2024-03-14,US,Basics,Instagram,HighIncome,3,38.92,7.1138,830.61,1034.27,3PL_Budget,11.09,Standard,160.46,1.35,14,0,14,0,0,0,0,4.2,0,0,0.0,32.11,0.031
2816,10826,2024-02-04,KR,Streetwear,WeChat,Collector,1,98144.32,0.0053,520.16,621.63,3PL_Budget,5.14,Economy,48.36,0.51,17,6,23,0,0,0,0,4.5,0,0,0.0,47.97,0.0772
2817,10411,2024-09-03,KR,Streetwear,WeChat,ValueSeeker,2,108665.27,0.0053,1151.85,1352.45,Forwarder_Aggregator,10.23,Express,128.3,1.1,6,0,6,0,0,0,0,5.0,1,0,0.0,62.07,0.0459
2818,10872,2024-11-13,US,Sneakers,TikTok,ValueSeeker,1,127.83,7.0984,907.39,1098.49,3PL_Standard,10.3,Economy,98.56,1.06,20,14,34,1,15,0,0,3.8,0,0,0.0,67.24,0.0612
2819,10138,2024-02-16,AU,Streetwear,WeChat,Student,1,107.78,4.6951,506.04,591.63,3PL_Standard,8.96,Standard,98.57,0.69,13,0,13,1,25,0,0,4.1,0,0,0.0,-46.94,-0.0793
2820,10525,2024-09-16,AU,Basics,WeChat,YoungProfessional,2,58.87,4.6797,550.99,643.56,Forwarder_Aggregator,10.53,Express,150.08,1.02,10,0,10,0,0,0,0,5.0,0,0,0.0,-68.04,-0.1057
2821,10611,2024-07-16,US,Sneakers,Referral,Student,1,84.47,7.1091,600.51,714.8,3PL_Budget,6.57,Economy,80.39,0.89,20,0,20,0,0,0,0,4.2,0,0,0.0,27.33,0.0382
2822,10716,2024-10-30,TH,Sneakers,Referral,ValueSeeker,1,4179.56,0.2002,836.75,964.03,3PL_Standard,10.43,Standard,91.29,0.92,13,0,13,0,0,0,0,4.3,0,0,0.0,25.56,0.0265
2823,10008,2024-02-16,US,Streetwear,Xiaohongshu,Student,3,86.94,7.1048,1853.07,2156.67,3PL_Standard,17.08,Standard,148.58,1.61,15,0,15,1,40,0,0,4.7,0,0,0.0,97.94,0.0454
2824,10571,2024-12-23,CA,Sneakers,Referral,HighIncome,2,165.71,5.2922,1753.94,2264.69,BrandWarehouse,22.92,Express,242.53,1.7,9,13,22,0,0,1,18,3.4,0,0,0.0,227.3,0.1004
2825,10133,2024-08-14,TH,Basics,Referral,HighIncome,2,929.92,0.2003,372.53,447.48,3PL_Budget,7.67,Economy,57.02,0.88,17,0,17,0,0,0,0,4.8,0,0,0.0,10.26,0.0229
2826,10384,2024-11-04,US,Sneakers,Instagram,HighIncome,3,222.37,7.0961,4733.88,5872.01,3PL_Standard,26.84,Standard,230.22,2.76,12,0,12,0,0,0,0,4.7,0,0,0.0,881.07,0.15
2827,10048,2024-05-12,KR,Streetwear,Xiaohongshu,HighIncome,1,75988.94,0.0053,402.74,480.07,BrandWarehouse,7.01,Economy,47.05,0.47,16,0,16,0,0,0,0,5.0,0,0,0.0,23.27,0.0485
2828,10051,2024-12-11,US,Outerwear,Instagram,Collector,3,142.13,7.097,3026.09,3789.11,Forwarder_Aggregator,29.13,Economy,234.98,3.63,18,9,27,0,0,1,15,4.0,0,0,0.0,483.91,0.1277
2829,10689,2024-08-17,CA,Basics,TikTok,HighIncome,1,45.74,5.2816,241.58,283.46,Forwarder_Aggregator,6.29,Economy,53.44,0.47,17,0,17,0,0,0,0,4.3,0,0,0.0,-17.85,-0.063
2830,10645,2024-02-16,US,Basics,WeChat,Student,3,49.73,7.1048,1059.97,1217.99,3PL_Standard,12.37,Standard,131.45,1.25,15,0,15,0,0,1,8,5.0,0,0,0.0,6.2,0.0051
2831,10805,2024-12-03,KR,Streetwear,WeChat,YoungProfessional,1,109498.28,0.0053,580.34,643.33,Forwarder_Aggregator,7.13,Standard,53.87,0.56,13,5,18,0,0,0,0,3.5,0,0,0.0,1.99,0.0031
2832,10630,2024-10-18,KR,Accessories,TikTok,HighIncome,1,78615.2,0.0053,416.66,504.46,BrandWarehouse,2.88,Economy,37.32,0.22,15,0,15,1,10,0,0,4.5,0,0,0.0,37.6,0.0745
2833,10536,2024-04-19,TH,Streetwear,Xiaohongshu,YoungProfessional,1,1257.3,0.2003,251.84,300.9,BrandWarehouse,8.28,Economy,45.84,0.51,16,0,16,0,0,0,0,4.3,0,0,0.0,-5.06,-0.0168
2834,10105,2024-07-18,TH,Sneakers,Xiaohongshu,ValueSeeker,2,4040.12,0.2002,1617.66,1872.4,Forwarder_Aggregator,18.39,Economy,113.95,2.06,15,0,15,0,0,0,0,4.8,0,0,0.0,122.4,0.0654
2835,10688,2024-05-22,KR,Streetwear,Referral,YoungProfessional,3,84915.84,0.0053,1350.16,1584.96,Forwarder_Aggregator,15.86,Express,158.35,1.74,9,0,9,0,0,0,0,5.0,0,0,0.0,60.59,0.0382
2836,10207,2024-07-17,KR,Basics,Referral,ValueSeeker,3,66465.33,0.0053,1056.8,1188.36,Forwarder_Aggregator,11.8,Economy,86.86,1.27,16,0,16,0,0,0,0,4.1,0,0,0.0,32.9,0.0277
2837,10095,2024-12-19,AU,Basics,Referral,Student,3,48.67,4.6734,682.36,801.88,Forwarder_Aggregator,12.89,Standard,160.18,1.4,15,0,15,0,0,0,0,4.9,1,0,0.0,-53.55,-0.0668
2838,10658,2024-11-25,TH,Streetwear,Instagram,ValueSeeker,1,2549.1,0.1999,509.57,582.8,Forwarder_Aggregator,5.72,Standard,58.76,0.55,12,0,12,0,0,0,0,4.9,1,1,510.77,-502.02,-0.8614
2839,10529,2024-03-19,KR,Sneakers,Instagram,YoungProfessional,3,278096.41,0.0053,4421.73,5533.16,3PL_Budget,15.94,Express,264.62,2.51,6,0,6,0,0,0,0,4.9,0,0,0.0,830.87,0.1502
2840,10134,2024-12-21,TH,Streetwear,Instagram,HighIncome,2,2499.4,0.1999,999.26,1261.93,Forwarder_Aggregator,10.35,Standard,88.23,1.08,11,0,11,0,0,0,0,4.5,0,0,0.0,164.09,0.13
2841,10494,2024-06-09,US,Outerwear,WeChat,YoungProfessional,1,107.46,7.1151,764.59,918.77,3PL_Standard,12.51,Economy,95.6,1.16,17,0,17,0,0,0,0,4.6,0,0,0.0,46.07,0.0501
2842,10621,2024-09-14,AU,Streetwear,Xiaohongshu,HighIncome,3,74.82,4.6799,1050.45,1330.15,3PL_Budget,13.18,Economy,163.45,1.71,18,0,18,0,0,0,0,4.0,0,0,0.0,103.07,0.0775
2843,10448,2024-10-06,KR,Outerwear,Referral,YoungProfessional,3,172119.28,0.0053,2736.7,3403.02,3PL_Budget,17.64,Economy,146.13,2.63,18,17,35,1,20,1,8,4.1,0,0,0.0,474.55,0.1394
2844,10646,2024-06-25,US,Basics,TikTok,ValueSeeker,1,60.53,7.1167,430.77,498.4,3PL_Budget,4.92,Standard,89.63,0.46,13,0,13,1,30,0,0,4.1,0,0,0.0,-56.92,-0.1142
2845,10454,2024-06-16,US,Streetwear,WeChat,HighIncome,2,75.27,7.1182,1071.57,1278.79,3PL_Standard,12.19,Economy,78.9,1.1,18,0,18,0,0,0,0,4.0,0,0,0.0,116.13,0.0908
2846,10318,2024-06-16,TH,Basics,Xiaohongshu,ValueSeeker,3,1459.76,0.2003,877.17,1014.0,3PL_Budget,8.81,Economy,63.85,1.04,17,0,17,0,0,0,0,4.3,0,0,0.0,64.17,0.0633
2847,10201,2024-11-11,CA,Streetwear,Xiaohongshu,Collector,3,88.29,5.2878,1400.58,1732.2,Forwarder_Aggregator,14.12,Economy,110.66,1.49,20,0,20,0,0,0,0,4.2,0,0,0.0,206.84,0.1194
2848,10232,2024-05-21,US,Sneakers,WeChat,HighIncome,1,190.35,7.1079,1352.99,1655.74,BrandWarehouse,12.16,Economy,74.47,1.01,18,0,18,0,0,0,0,4.5,0,0,0.0,216.12,0.1305
2849,10728,2024-04-12,CA,Sneakers,TikTok,ValueSeeker,3,179.28,5.2866,2843.34,3526.74,3PL_Budget,22.62,Economy,216.41,3.32,20,0,20,0,0,0,0,4.2,0,1,3266.74,-2822.37,-0.8003
2850,10335,2024-05-12,CA,Basics,Instagram,YoungProfessional,1,49.39,5.2867,261.11,311.85,3PL_Budget,3.98,Economy,51.07,0.36,19,0,19,0,0,0,0,4.1,0,0,0.0,-4.31,-0.0138
2851,10644,2024-03-12,AU,Streetwear,Referral,HighIncome,2,83.02,4.6911,778.91,922.43,3PL_Budget,10.02,Economy,90.03,1.23,18,0,18,0,0,0,0,4.0,0,0,0.0,43.47,0.0471
2852,10323,2024-05-23,TH,Streetwear,Instagram,YoungProfessional,1,2566.43,0.2001,513.54,617.42,Forwarder_Aggregator,6.7,Standard,48.09,0.43,13,0,13,1,10,0,0,4.9,0,0,0.0,39.09,0.0633
2853,10472,2024-02-11,TH,Accessories,Xiaohongshu,Collector,3,1439.34,0.2002,864.47,1056.12,3PL_Budget,5.17,Economy,67.74,0.88,16,0,16,0,0,0,0,4.5,0,0,0.0,118.74,0.1124
2854,10546,2024-02-02,KR,Accessories,Referral,Student,3,44521.16,0.0053,707.89,830.58,3PL_Budget,7.59,Standard,78.83,0.73,12,0,12,0,0,0,0,4.0,0,0,0.0,36.27,0.0437
2855,10429,2024-09-21,KR,Accessories,Instagram,YoungProfessional,1,52380.48,0.0053,277.62,326.23,3PL_Budget,3.26,Standard,42.3,0.23,13,0,13,0,0,0,0,4.7,0,0,0.0,3.05,0.0093
2856,10669,2024-01-29,US,Streetwear,Instagram,Collector,2,77.83,7.0978,1104.84,1317.32,3PL_Budget,8.04,Standard,115.38,1.15,15,0,15,0,0,0,0,4.3,0,0,0.0,89.06,0.0676
2857,10831,2024-07-26,TH,Outerwear,WeChat,HighIncome,1,3158.46,0.2003,632.64,798.36,Forwarder_Aggregator,8.84,Economy,68.48,0.97,17,0,17,0,0,0,0,3.8,0,0,0.0,88.4,0.1107
2858,10775,2024-10-12,US,Basics,Xiaohongshu,YoungProfessional,3,52.38,7.094,1114.75,1370.09,Forwarder_Aggregator,11.69,Standard,115.93,1.43,13,17,30,1,15,1,22,3.1,0,0,0.0,90.72,0.0662
2859,10829,2024-09-22,US,Sneakers,Instagram,HighIncome,1,172.62,7.0908,1224.01,1502.64,3PL_Standard,10.97,Economy,93.09,0.94,19,0,19,0,0,0,0,4.7,0,0,0.0,174.57,0.1162
2860,10026,2024-06-12,TH,Sneakers,Instagram,ValueSeeker,2,2742.24,0.2003,1098.54,1291.83,3PL_Standard,10.24,Economy,53.44,1.03,17,0,17,0,0,0,0,4.8,0,0,0.0,129.61,0.1003
2861,10683,2024-03-11,TH,Outerwear,Instagram,YoungProfessional,1,2978.88,0.2,595.78,735.13,3PL_Standard,12.11,Economy,74.33,0.99,17,0,17,1,30,0,0,4.7,0,0,0.0,22.91,0.0312
2862,10653,2024-12-06,US,Outerwear,WeChat,YoungProfessional,3,109.7,7.0944,2334.77,2768.64,BrandWarehouse,39.87,Express,395.91,3.38,9,0,9,0,0,1,18,4.3,0,0,0.0,-19.91,-0.0072
2863,10371,2024-11-01,KR,Basics,Xiaohongshu,ValueSeeker,1,60125.97,0.0053,318.67,373.08,Forwarder_Aggregator,6.05,Economy,39.48,0.51,17,0,17,0,0,0,0,4.5,0,0,0.0,8.88,0.0238
2864,10282,2024-08-12,CA,Accessories,Referral,ValueSeeker,2,59.96,5.2838,633.63,727.41,Forwarder_Aggregator,3.86,Standard,74.17,0.52,13,0,13,0,0,0,0,4.6,0,0,0.0,15.75,0.0217
2865,10047,2024-02-01,US,Streetwear,Referral,Student,1,96.63,7.0981,685.89,785.89,BrandWarehouse,7.5,Economy,72.09,0.62,20,6,26,1,20,0,0,3.2,0,0,0.0,0.41,0.0005
2866,10754,2024-01-13,US,Basics,Instagram,HighIncome,2,24.44,7.099,347.0,412.12,3PL_Standard,9.12,Standard,80.13,0.8,12,0,12,0,0,0,0,4.7,0,0,0.0,-24.13,-0.0586
2867,10756,2024-04-25,US,Sneakers,Xiaohongshu,Student,3,137.3,7.1053,2926.67,3479.06,3PL_Budget,20.57,Economy,208.46,3.1,19,0,19,0,0,0,0,4.4,0,0,0.0,323.36,0.0929
2868,10068,2024-02-27,AU,Outerwear,Instagram,ValueSeeker,3,177.67,4.6909,2500.3,2927.96,Forwarder_Aggregator,29.86,Standard,335.27,3.59,15,0,15,0,0,0,0,5.0,0,0,0.0,62.53,0.0214
2869,10523,2024-11-10,CA,Outerwear,Xiaohongshu,YoungProfessional,1,118.27,5.2873,625.33,728.91,3PL_Budget,4.37,Economy,64.34,0.88,19,0,19,0,0,0,0,5.0,0,0,0.0,34.87,0.0478
2870,10496,2024-03-16,AU,Accessories,Xiaohongshu,YoungProfessional,3,48.04,4.6897,675.88,801.52,3PL_Standard,8.89,Economy,96.11,0.85,20,0,20,0,0,0,0,4.3,0,0,0.0,20.64,0.0258
